IdentificacaoMateria,DadosBasicosMateria,Classificacoes,Assunto,AtualizacoesRecentes
"{'CodigoMateria': '162265', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00490', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 490/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8627005'}","{'EmentaMateria': 'Institui o Estatuto do Motorista Profissional.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  REGULAMENTAÇÃO ,  ATIVIDADE PROFISSIONAL ,  ESTATUTO ,  MOTORISTA PROFISSIONAL ,  EMPREGADO ,  CONDUTOR AUTONOMO ,  REQUISITOS ,  HABILITAÇÃO ,  DIREITOS ,  DEVERES ,  LIMITAÇÃO ,  JORNADA DE TRABALHO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-02-28'}","{'Classificacao': {'CodigoClasse': '33809092', 'DescricaoClasse': 'Regulamentação Profissional', 'DescricaoClasseHierarquica': 'Política Social / Trabalho e Emprego / Regulamentação Profissional'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 09:35:15'}}"
"{'CodigoMateria': '162274', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00508', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 508/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8627642'}","{'EmentaMateria': 'Consolida a legislação federal sobre o comércio exterior e dispõe sobre os Impostos de Importação e Exportação.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  CONSOLIDAÇÃO ,  LEGISLAÇÃO FEDERAL ,  COMERCIO EXTERIOR ,  IMPOSTO DE IMPORTAÇÃO ,  IMPOSTO DE EXPORTAÇÃO ,  CRITERIOS ,  HIPOTESE ,  INCIDENCIA ,  BASE DE CALCULO ,  ISENÇÃO ,  REDUÇÃO ,  PAGAMENTO ,  RECOLHIMENTO ,  RESTITUIÇÃO ,  COMPENSAÇÃO ,  CONTROLE ADUANEIRO ,  TAXA ,  INFRAÇÃO ,  PENALIDADE .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-02-29'}","{'Classificacao': [{'CodigoClasse': '33804865', 'DescricaoClasse': 'Comércio', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Indústria, Comércio e Serviços / Comércio'}, {'CodigoClasse': '33804940', 'DescricaoClasse': 'Tributos', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos'}, {'CodigoClasse': '33805002', 'DescricaoClasse': 'Administração Tributária', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Administração Tributária'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 13:01:35'}}"
"{'CodigoMateria': '162277', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00511', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 511/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8627675'}","{'EmentaMateria': 'Altera a redação da Lei nº 9.718, 27 de novembro de 1998, para determinar a atualização monetária anual da receita bruta total que possibilita às pessoas jurídicas optarem pelo regime de lucro presumido para fins de tributação e da receita que obriga as pessoas jurídicas à apuração do lucro real.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  IMPOSTO DE RENDA ,  CRITERIOS ,  CORREÇÃO MONETARIA ,  VALORES ,  RECEITA BRUTA ,  LIMITAÇÃO ,  POSSIBILIDADE ,  OPÇÃO ,  TRIBUTAÇÃO ,  LUCRO PRESUMIDO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-02-29'}","{'Classificacao': {'CodigoClasse': '33804970', 'DescricaoClasse': 'Imposto de Renda (IR)', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Tributos / Imposto de Renda (IR)'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 18:37:51'}}"
"{'CodigoMateria': '162279', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00517', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 517/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8627835'}","{'EmentaMateria': 'Altera a Lei nº 14.597, de 14 de junho de 2023, que institui a Lei Geral do Esporte, para estabelecer medidas de proteção ao atleta profissional, deveres e responsabilidades das organizações esportivas, bem como definir o crime de violência física e moral contra o atleta profissional e dá outras providências.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  LEI GERAL ,  ESPORTE ,  MEDIDA DE SEGURANÇA ,  PROTEÇÃO ,  ATLETA PROFISSIONAL ,  DEVERES ,  RESPONSABILIDADE ,  INSTITUIÇÃO ESPORTIVA ,  FIXAÇÃO ,  TIPICIDADE ,  CRIME ,  PENA ,  VIOLENCIA MORAL ,  INTEGRIDADE CORPORAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-02-29'}","{'Classificacao': [{'CodigoClasse': '33805617', 'DescricaoClasse': 'Direito Penal e Penitenciário', 'DescricaoClasseHierarquica': 'Jurídico / Direito Penal e Penitenciário'}, {'CodigoClasse': '33809017', 'DescricaoClasse': 'Desporto e Lazer', 'DescricaoClasseHierarquica': 'Política Social / Desporto e Lazer'}, {'CodigoClasse': '33809619', 'DescricaoClasse': 'Segurança Pública', 'DescricaoClasseHierarquica': 'Soberania, Defesa Nacional e Ordem Pública / Defesa do Estado e das Instituições Democráticas / Segurança Pública'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:13:55'}}"
"{'CodigoMateria': '162297', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00527', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 527/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8628333'}","{'EmentaMateria': 'Dispõe sobre a obrigatoriedade de instalação de cancela automática em interseções em nível.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  OBRIGATORIEDADE ,  INSTALAÇÃO ,  INFRAESTRUTURA ,  MEDIDA DE SEGURANÇA ,  CONEXÃO ,  RODOVIA ,  FERROVIA ,  OBJETIVO ,  PREVENÇÃO ,  ACIDENTE DE TRANSITO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-01'}","{'Classificacao': {'CodigoClasse': '33805167', 'DescricaoClasse': 'Transporte Terrestre', 'DescricaoClasseHierarquica': 'Infraestrutura / Viação e Transportes / Transporte Terrestre'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:17:30'}}"
"{'CodigoMateria': '162298', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00528', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 528/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8628343'}","{'EmentaMateria': 'Reconhece o evento “Evangelizar é Preciso”, realizado no município de Fortaleza, no estado do Ceará, como manifestação da cultura nacional.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  RECONHECIMENTO ,  MANIFESTAÇÃO ,  CULTURA ,  BENS CULTURAIS ,  EVENTO RELIGIOSO ,  QUALIFICAÇÃO ,  ATIVIDADE CULTURAL ,  AMBITO NACIONAL .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-01'}","{'Classificacao': {'CodigoClasse': '33808987', 'DescricaoClasse': 'Cultura', 'DescricaoClasseHierarquica': 'Política Social / Cultura'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 10:09:18'}}"
"{'CodigoMateria': '162304', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00531', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 531/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8628525'}","{'EmentaMateria': 'Estabelece novo marco regulatório para a circulação, a comercialização, a fiscalização e a inspeção de produtos alimentícios artesanais e dos estabelecimentos que os produzem.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  LIBERDADE ,  INICIATIVA PRIVADA ,  CIRCULAÇÃO ,  COMERCIALIZAÇÃO ,  PRODUTO ALIMENTICIO ,  PRODUÇÃO ARTESANAL ,  DEFINIÇÃO ,  CRITERIOS ,  REGULARIZAÇÃO ,  FISCALIZAÇÃO ,  INSPEÇÃO ,  ESTABELECIMENTO ,  FIXAÇÃO ,  SELO ,  IDENTIFICAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-01'}","{'Classificacao': [{'CodigoClasse': '33804865', 'DescricaoClasse': 'Comércio', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Indústria, Comércio e Serviços / Comércio'}, {'CodigoClasse': '33805062', 'DescricaoClasse': 'Agropecuária e Abastecimento', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Agropecuária e Abastecimento'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:15:17'}}"
"{'CodigoMateria': '162313', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00535', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 535/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8628642'}","{'EmentaMateria': 'Altera a Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), para prever que, quando o agressor estiver sendo monitorado por tornozeleira eletrônica, será disponibilizada para a ofendida tecnologia para que seja alertada caso o limite de distância fixado seja desobedecido.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  LEI MARIA DA PENHA ,  MEDIDA PREVENTIVA ,  MEDIDA CAUTELAR ,  LIMITAÇÃO ,  DISTANCIA ,  AFASTAMENTO ,  AGRESSOR ,  UTILIZAÇÃO ,  DISPOSITIVO ,  APARELHO ELETRONICO ,  ACOMPANHAMENTO ,  LOCALIZAÇÃO ,  OBRIGATORIEDADE ,  DISPONIBILIDADE ,  TECNOLOGIA ,  NOTIFICAÇÃO ,  MULHER ,  VITIMA ,  HIPOTESE ,  VIOLAÇÃO ,  APROXIMAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-04'}","{'Classificacao': [{'CodigoClasse': '33805617', 'DescricaoClasse': 'Direito Penal e Penitenciário', 'DescricaoClasseHierarquica': 'Jurídico / Direito Penal e Penitenciário'}, {'CodigoClasse': '33809408', 'DescricaoClasse': 'Mulheres', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Mulheres'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 13:23:10'}}"
"{'CodigoMateria': '162356', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00558', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 558/2024', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8629464'}","{'EmentaMateria': 'Dispõe sobre a impenhorabilidade das quotas-partes do capital social das instituições financeiras constituídas sob a forma de cooperativas de crédito e das confederações de serviço constituídas por cooperativas centrais de crédito.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CODIGO CIVIL ,  CODIGO DE PROCESSO CIVIL ,  IMPENHORABILIDADE ,  COTA PARTE ,  INTEGRALIZAÇÃO ,  CAPITAL SOCIAL ,  COOPERATIVA DE CREDITO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-05'}","{'Classificacao': [{'CodigoClasse': '33804910', 'DescricaoClasse': 'Cooperativas', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Indústria, Comércio e Serviços / Cooperativas'}, {'CodigoClasse': '33805392', 'DescricaoClasse': 'Processo Civil', 'DescricaoClasseHierarquica': 'Jurídico / Processo / Processo Civil'}]}",,"{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:25:06'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:25:06'}]}"
"{'CodigoMateria': '162368', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00570', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 570/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8629711'}","{'EmentaMateria': 'Acrescenta inciso ao art. 97 da Lei nº 8.112, de 11 de dezembro de 1990, e ao art. 473 do Decreto-Lei nº 5.452, de 1º de maio de 1943 (Consolidação das Leis do Trabalho), para determinar a concessão, ao servidor ou ao empregado, de abono do dia em que comprovar a vacinação de filho ou dependente menor.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  REGIME JURIDICO UNICO ,  CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) ,  CONCESSÃO ,  ABONO DE FALTA ,  SERVIDOR PUBLICO CIVIL ,  EMPREGADO ,  FALTA JUSTIFICADA ,  MOTIVO ,  VACINAÇÃO ,  FILHO ,  DEPENDENTE .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-05'}","{'Classificacao': [{'CodigoClasse': '33685955', 'DescricaoClasse': 'Servidores Públicos', 'DescricaoClasseHierarquica': 'Administração Pública / Agentes Públicos / Servidores Públicos'}, {'CodigoClasse': '33808927', 'DescricaoClasse': 'Trabalho e Emprego', 'DescricaoClasseHierarquica': 'Política Social / Trabalho e Emprego'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:15:43'}}"
"{'CodigoMateria': '162373', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00575', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 575/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8629848'}","{'EmentaMateria': 'Altera a Lei nº 10.848, de 15 de março de 2004, para estabelecer bônus tarifário a consumidores que reduzirem consumo de energia elétrica.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CRITERIOS ,  BONUS ,  CONSUMIDOR ,  REDUÇÃO ,  CONSUMO ,  ENERGIA ELETRICA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-06'}","{'Classificacao': {'CodigoClasse': '33805242', 'DescricaoClasse': 'Energia', 'DescricaoClasseHierarquica': 'Infraestrutura / Minas e Energia / Energia'}}",,"{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:15:58'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:15:58'}]}"
"{'CodigoMateria': '162374', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00576', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 576/2024', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8629962'}","{'EmentaMateria': 'Altera os arts. 32, 121, 129 e 213 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal) e acrescenta o art. 41-A na Lei nº 11.340, de 7 de agosto de 2006, para prever pena de prestação pecuniária ao autor de crimes de lesões corporais contra a mulher, feminicídio, estupro e dos praticados com violência doméstica e familiar contra a mulher.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  LEI MARIA DA PENHA ,  CODIGO PENAL ,  CRIME ,  LESÃO CORPORAL ,  FEMINICIDIO ,  ESTUPRO ,  VIOLENCIA DOMESTICA ,  VITIMA ,  MULHER ,  CRITERIOS ,  FIXAÇÃO ,  PENA PECUNIARIA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-06'}","{'Classificacao': [{'CodigoClasse': '33805617', 'DescricaoClasse': 'Direito Penal e Penitenciário', 'DescricaoClasseHierarquica': 'Jurídico / Direito Penal e Penitenciário'}, {'CodigoClasse': '33809408', 'DescricaoClasse': 'Mulheres', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Mulheres'}]}",,"{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:30:24'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:30:24'}]}"
"{'CodigoMateria': '162387', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00577', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 577/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8630051'}","{'EmentaMateria': 'Altera a Lei nº 12.244, de 24 de maio de 2010, que dispõe sobre a universalização das bibliotecas nas instituições de ensino do País, para estabelecer que as bibliotecas das escolas públicas contenham, em seus acervos, obras em defesa da equidade de gênero e proteção das mulheres.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  OBRIGATORIEDADE ,  BIBLIOTECA ,  ESTABELECIMENTO DE ENSINO ,  ESCOLA PUBLICA ,  EDUCAÇÃO BASICA ,  OFERTA ,  ACERVO BIBLIOGRAFICO ,  LIVRO ,  OBRA LITERARIA ,  DEFESA ,  EQUIDADE ,  GENERO ,  PROTEÇÃO ,  MULHER .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-06'}","{'Classificacao': [{'CodigoClasse': '33809288', 'DescricaoClasse': 'Educação Básica', 'DescricaoClasseHierarquica': 'Política Social / Educação / Educação Básica'}, {'CodigoClasse': '33809408', 'DescricaoClasse': 'Mulheres', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Mulheres'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:16:15'}}"
"{'CodigoMateria': '162396', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00580', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 580/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8630359'}","{'EmentaMateria': 'Altera o art. 19 da Lei nº 8.313, de 23 de dezembro de 1991, para acrescentar critério de não concentração por região para o incentivo a projetos culturais.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CRITERIOS ,  CONCESSÃO ,  INCENTIVO ,  PROGRAMA NACIONAL DE APOIO A CULTURA (PRONAC) ,  PROIBIÇÃO ,  CONCENTRAÇÃO ,  REGIÃO ,  AREA ,  ATUAÇÃO ,  BENEFICIARIO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-06'}","{'Classificacao': {'CodigoClasse': '33808987', 'DescricaoClasse': 'Cultura', 'DescricaoClasseHierarquica': 'Política Social / Cultura'}}",,"{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:16:47'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:16:47'}]}"
"{'CodigoMateria': '162404', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00597', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 597/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8630759'}","{'EmentaMateria': 'Altera a Lei nº 8.080, de 19 de outubro de 1990, para instituir abordagem relativa ao luto perinatal no âmbito do Sistema Único de Saúde.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  APOIO ,  ASSISTENCIA PSICOLOGICA ,  MULHER ,  SISTEMA UNICO DE SAUDE (SUS) ,  HIPOTESE ,  LUTO ,  MORTE ,  RECEM NASCIDO ,  FETO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-06'}","{'Classificacao': [{'CodigoClasse': '33809168', 'DescricaoClasse': 'Saúde Pública', 'DescricaoClasseHierarquica': 'Política Social / Saúde / Saúde Pública'}, {'CodigoClasse': '33809408', 'DescricaoClasse': 'Mulheres', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Mulheres'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:17:10'}}"
"{'CodigoMateria': '162406', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00600', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 600/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8630806'}","{'EmentaMateria': 'Denomina “Rodovia Pedro Inacio Wiegert” o trecho da rodovia BR-163 compreendido entre o município de Guarantã do Norte e a divisa do estado do Mato Grosso com o estado do Pará.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  DENOMINAÇÃO ,  TRECHO ,  RODOVIA ,  ESTADO DE MATO GROSSO (MT) ,  ESTADO DO PARA (PA) .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-06'}","{'Classificacao': {'CodigoClasse': '33805347', 'DescricaoClasse': 'Homenagem', 'DescricaoClasseHierarquica': 'Honorífico / Homenagem'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 13:29:10'}}"
"{'CodigoMateria': '162414', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00615', 'AnoMateria': '2024', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 615/2024', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8631049'}","{'EmentaMateria': 'Altera a Lei nº 13.848, de 25 de junho de 2019, para garantir autonomia à Autoridade Nacional de Proteção de Dados nos termos que especifica.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  AUTONOMIA ,  AUTORIDADE NACIONAL DE PROTEÇÃO DE DADOS (ANPD) ,  AUTONOMIA FINANCEIRA ,  AUTONOMIA ADMINISTRATIVA ,  AUSENCIA ,  TUTELA ,  SUBORDINAÇÃO ,  HIERARQUIA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2024-03-06'}","{'Classificacao': [{'CodigoClasse': '33685865', 'DescricaoClasse': 'Administração Pública Indireta', 'DescricaoClasseHierarquica': 'Administração Pública / Organização Administrativa / Administração Pública Indireta'}, {'CodigoClasse': '33805122', 'DescricaoClasse': 'Segurança Digital', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Ciência, Tecnologia e Informática / Segurança Digital'}]}",,"{'Atualizacao': [{'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:17:50'}, {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 15:17:50'}]}"
